Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S54599106,Hammond's/Dusky Flycatcher,Empidonax hammondii/oberholseri,16658,1,US-AZ,Pima,L129073,"Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,2019-04-05,09:37 AM,eBird - Traveling Count,240,1,12.07,,1
S32801587,Yellowish Flycatcher,Empidonax flavescens,16675,3,CR-P,,L311635,Monteverde,10.30702,-84.80974,2016-07-27,06:30 AM,eBird - Traveling Count,270,1,5.,,3,,,,135321741 135321771
S54644856,Buff-breasted Flycatcher,Empidonax fulvifrons,16679,1,US-AZ,Cochise,L9009811,Pole Bridge Canyon -> Raspberry Ridge -> Morse Canyon loop,31.8610354,-109.3382328,2019-04-03,08:00 AM,eBird - Traveling Count,465,1,17.703,,1,,,,149433011
S37945206,Empidonax sp.,Empidonax sp.,16687,1,US-MA,Berkshire,L6048848,Forest at the end of West St,42.459225,-73.327928,2017-07-03,09:48 AM,eBird - Traveling Count,100,1,3.219,,2
S38445792,Empidonax sp.,Empidonax sp.,16687,2,US-TX,Hidalgo,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2017-08-02,09:00 AM,eBird - Traveling Count,270,1,4.828,,1
S109500721,Empidonax sp.,Empidonax sp.,16687,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-05-09,01:26 PM,eBird - Traveling Count,232,1,5.633,,1,,,Windy conditions seemed to push a lot of birds down out of canopy.
S54599106,Empidonax sp.,Empidonax sp.,16687,2,US-AZ,Pima,L129073,"Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,2019-04-05,09:37 AM,eBird - Traveling Count,240,1,12.07,,1
S44429763,Black Phoebe,Sayornis nigricans,16688,1,US-TX,Brewster,L714949,Big Bend NP--Pinnacles Trail,29.2518263,-103.3002913,2018-04-04,09:00 AM,eBird - Traveling Count,360,1,14.484,,1,,,Pinnacles --&gt; Colima --&gt; Laguna Meadows loop
S32396644,Black Phoebe,Sayornis nigricans,16688,2,US-TX,Brewster,L128910,Big Bend NP--Santa Elena Canyon (FWTX 39),29.1668521,-103.6106873,2016-04-08,07:00 AM,eBird - Traveling Count,90,1,1.609,,1
S50846996,Black Phoebe,Sayornis nigricans,16688,2,US-AZ,Coconino,L720601,Slide Rock SP,34.9439604,-111.7531872,2018-12-21,01:04 PM,eBird - Traveling Count,40,1,1.207,,1
S50972497,Black Phoebe,Sayornis nigricans,16688,1,US-CA,Imperial,L981546,Kershaw Rd. pond,33.0694785,-115.5073947,2018-12-26,08:00 AM,eBird - Stationary Count,20,1,,,1
S26374963,Black Phoebe,Sayornis nigricans,16688,2,US-CA,San Diego,L241743,Fort Rosecrans National Cemetery (no birding 8a-5p),32.68582,-117.2449932,2015-11-20,08:30 AM,eBird - Traveling Count,90,1,1.609,,1
S142536775,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Bath,L4510600,Ingalls Overlook Trail,38.0511545,-79.7667812,2023-06-17,10:38 AM,eBird - Traveling Count,9,1,.245,,1
S37040202,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Bedford,L718653,Peaks of Otter Recreation Area,37.4453,-79.6098,2017-05-20,12:43 PM,eBird - Traveling Count,45,1,.483,,1,,,Around the lodge and lake
S37040186,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Bedford,L718653,Peaks of Otter Recreation Area,37.4453,-79.6098,2017-05-20,01:00 PM,eBird - Traveling Count,140,1,2.575,,1,,,This checklist covers birds seen on the route to the top of Sharp Top Mountain. The DEJU was seen at the summit. 
S58280404,Eastern Phoebe,Sayornis phoebe,16697,2,US-MA,Berkshire,L6046792,1016 West,42.455722,-73.299459,2019-06-21,01:01 PM,eBird - Stationary Count,40,1,,,1,ON Occupied Nest
S32774010,Eastern Phoebe,Sayornis phoebe,16697,1,US-MA,Berkshire,L5113322,Balance Rock SP,42.5086473,-73.2729828,2015-06-17,02:30 PM,eBird - Stationary Count,45,1,,,1,,,"I simply parked in the lot above Balance Rock and worked the perimeter, watching and listening."
S32778156,Eastern Phoebe,Sayornis phoebe,16697,1,US-MA,Berkshire,L5105541,Berkshire Community College--Fields,42.4566832,-73.3175451,2015-06-25,11:00 AM,eBird - Traveling Count,45,1,.5,,1
S37941348,Eastern Phoebe,Sayornis phoebe,16697,1,US-MA,Berkshire,L5105541,Berkshire Community College--Fields,42.4566832,-73.3175451,2017-07-03,05:40 AM,eBird - Traveling Count,90,1,.805,,1
S37996609,Eastern Phoebe,Sayornis phoebe,16697,2,US-MA,Berkshire,L207427,Canoe Meadows Wildlife Sanctuary (Mass Audubon),42.4303016,-73.2367135,2017-07-06,05:19 AM,eBird - Traveling Count,120,1,4.828,,1
S37945206,Eastern Phoebe,Sayornis phoebe,16697,3,US-MA,Berkshire,L6048848,Forest at the end of West St,42.459225,-73.327928,2017-07-03,09:48 AM,eBird - Traveling Count,100,1,3.219,,2
S37960884,Eastern Phoebe,Sayornis phoebe,16697,3,US-MA,Berkshire,L6048848,Forest at the end of West St,42.459225,-73.327928,2017-07-04,06:35 AM,eBird - Traveling Count,70,1,1.609,,1
S32717321,Eastern Phoebe,Sayornis phoebe,16697,1,US-MA,Berkshire,L3807548,October Mountain SF--Washington Mtn. Marsh,42.3579731,-73.1970415,2016-08-17,09:00 AM,eBird - Traveling Count,180,1,4.828,,1
S31118250,Eastern Phoebe,Sayornis phoebe,16697,12,US-MA,Berkshire,L740657,"Post Farm Marsh, Lenox",42.3621352,-73.2440042,2016-08-16,08:30 AM,eBird - Traveling Count,240,1,4.828,,1
S116892691,Eastern Phoebe,Sayornis phoebe,16697,1,US-NH,Carroll,L20542978,Gus’s Lodge,43.630753,-71.316984,2022-08-05,08:07 AM,eBird - Casual Observation,,0,,,1
S78018230,Eastern Phoebe,Sayornis phoebe,16697,1,US-TN,Carter,L482506,Cherokee NF--Wilbur Lake,36.3400154,-82.1165926,2020-12-26,11:54 AM,eBird - Traveling Count,88,1,3.219,,2
S77992013,Eastern Phoebe,Sayornis phoebe,16697,1,US-TN,Carter,L13034664,"Cherokee National Forest, Elizabethton US-TN 36.31221, -82.16862",36.312208,-82.168618,2020-12-24,03:44 PM,eBird - Traveling Count,74,1,1.491,,1
S41930506,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Chesterfield,L207180,Dutch Gap Conservation Area/Henricus Historical Park,37.3745951,-77.3628956,2018-01-15,08:29 AM,eBird - Traveling Count,150,1,4.828,,3
S95497311,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Chesterfield,L207180,Dutch Gap Conservation Area/Henricus Historical Park,37.3745951,-77.3628956,2021-10-02,02:11 PM,eBird - Traveling Count,130,1,5.633,,2
S38027637,Eastern Phoebe,Sayornis phoebe,16697,1,US-ME,Cumberland,L583967,"Great Pond, Cape Elizabeth",43.574546,-70.2285576,2017-07-08,08:28 AM,eBird - Traveling Count,40,1,2.414,,2
S37187225,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Hampton,L718480,Grandview Nature Preserve,37.0869534,-76.2774324,2017-05-27,01:40 PM,eBird - Traveling Count,120,1,1.609,,1
S71404194,Eastern Phoebe,Sayornis phoebe,16697,1,US-WV,Hardy,L11884684,George Washington,38.968814,-78.642117,2020-07-10,09:11 PM,eBird - Stationary Count,60,1,,,1
S71404288,Eastern Phoebe,Sayornis phoebe,16697,1,US-WV,Hardy,L11884701,George Washington,38.961147,-78.736397,2020-07-12,06:35 AM,eBird - Stationary Count,60,1,,,1
S92326447,Eastern Phoebe,Sayornis phoebe,16697,1,US-NC,Haywood,L3833260,Great Smoky Mountains NP--Cataloochee Overlook,35.6396954,-83.0612433,2021-07-25,11:59 AM,eBird - Traveling Count,24,1,.153,,1
S136632880,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Henrico,L418431,Deep Bottom Park,37.4102042,-77.305727,2023-05-08,06:24 AM,eBird - Traveling Count,275,1,3.219,,2,,,"PROW nest box check, paddling up and back down Four Mile Creek."
S70910512,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Highland,L11790209,"3379–3713 Strait Creek Rd, Blue Grass US-VA 38.44251, -79.52965",38.442506,-79.529651,2020-06-27,04:22 PM,eBird - Casual Observation,,0,,,1
S82757072,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2021-03-04,04:57 PM,eBird - Stationary Count,8,1,,,1
S134694920,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-04-23,07:04 AM,eBird - Stationary Count,14,1,,,1
S44057797,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-03-29,10:21 AM,eBird - Traveling Count,40,1,.644,,1,S Singing Bird
S49754936,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-11-08,10:14 AM,eBird - Traveling Count,28,1,.322,,1
S49833217,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L3546717,Gildersleeve School Pond,37.0722372,-76.497778,2018-11-10,02:15 PM,eBird - Traveling Count,90,1,.805,,1,,,,122863301
S66823768,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2020-04-03,11:30 AM,eBird - Casual Observation,,0,,,1
S49141208,Eastern Phoebe,Sayornis phoebe,16697,10,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-10-12,07:49 AM,eBird - Traveling Count,240,1,1.609,,1
S150271102,Eastern Phoebe,Sayornis phoebe,16697,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-09-19,06:47 AM,eBird - Traveling Count,210,1,.209,,2,,,"&#x1f32b;☀️  Mist - clear sky  Temperature: 58 - 70°F  Wind: Light breeze  Wind Direction: SW - N  Cloud Cover: 0%  Humidity: 63 - 88%  Sunrise: 6:51am  Weather generated by <a href=""https://raincrow.netlify.app/"">RainCrow</a>    Spent much of the morning working the NW edge of the field across from Warwick HS, which was easily the most productive section of the excursion."
S32773600,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2016-04-16,07:30 AM,eBird - Traveling Count,240,1,4.,,1
S36423481,Eastern Phoebe,Sayornis phoebe,16697,2,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2017-04-30,10:04 AM,eBird - Traveling Count,150,1,5.633,,1
S36585103,Eastern Phoebe,Sayornis phoebe,16697,2,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2017-05-06,07:04 AM,eBird - Traveling Count,210,1,6.437,,1
S39471511,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2017-09-30,07:40 AM,eBird - Traveling Count,120,1,4.023,,1
S42250424,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L3015438,Riverview Farm Park,37.0884939,-76.5302038,2018-01-26,11:42 AM,eBird - Traveling Count,60,1,.805,,1,,,,83412461
S51592723,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L3015438,Riverview Farm Park,37.0884939,-76.5302038,2019-01-12,12:01 PM,eBird - Traveling Count,50,1,.161,,1
S32432874,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2016-11-08,07:15 AM,eBird - Traveling Count,200,1,2.414,,1,,,,39325591
S96432259,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2021-10-19,11:40 AM,eBird - Traveling Count,100,1,.402,,1
S32912400,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Page,L159390,**Shenandoah National Park,38.5006,-78.45,2015-05-26,09:30 AM,eBird - Traveling Count,150,1,6.437,,3
S71028921,Eastern Phoebe,Sayornis phoebe,16697,1,US-WV,Pendleton,L5755361,George Washington NF--High Knob Trail,38.5795891,-79.1691045,2020-07-01,10:00 AM,eBird - Traveling Count,150,1,2.575,,2
S142074400,Eastern Phoebe,Sayornis phoebe,16697,2,US-WV,Pocahontas,L25322747,"Monongahela National Forest, Hillsboro US-WV 38.25779, -80.32383",38.257793,-80.323826,2023-06-18,03:26 PM,eBird - Stationary Count,1,1,,,2,,,Shelter campsite along North Fork on forest road.
S142074328,Eastern Phoebe,Sayornis phoebe,16697,1,US-WV,Pocahontas,L25322732,"Monongahela National Forest, Hillsboro US-WV 38.25810, -80.32426",38.258099,-80.324256,2023-06-19,06:07 AM,eBird - Casual Observation,,0,,,2,,,Morning at camp/shelter 1 on North Fork in Cranberry Wilderness
S142074510,Eastern Phoebe,Sayornis phoebe,16697,1,US-WV,Pocahontas,L25322772,"Monongahela National Forest, Marlinton US-WV 38.27147, -80.34383",38.271472,-80.343828,2023-06-18,01:34 PM,eBird - Stationary Count,5,1,,,2
S43141017,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Prince William,L718641,Occoquan Bay NWR,38.6455061,-77.2361183,2018-02-24,09:13 AM,eBird - Traveling Count,200,1,4.023,,2,,,"50, humid. Still. Dense fog. Visibility offshore only to about 30 yards."
S71028885,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Rockingham,L11810941,George Washington,38.426321,-79.104125,2020-06-30,06:01 PM,eBird - Stationary Count,25,1,,,1
S71028899,Eastern Phoebe,Sayornis phoebe,16697,1,US-VA,Rockingham,L11810945,George Washington,38.42645,-79.103482,2020-07-01,06:51 AM,eBird - Traveling Count,35,1,.161,,1
S71064269,Eastern Phoebe,Sayornis phoebe,16697,2,US-VA,Rockingham,L11817012,George Washington,38.427048,-79.10435,2020-07-02,06:48 AM,eBird - Traveling Count,60,1,.805,,1
S38357985,Eastern Phoebe,Sayornis phoebe,16697,2,US-TX,Travis,L567534,Roy G. Guerrero Colorado River Metro Park,30.246172,-97.7049763,2017-07-28,07:22 AM,eBird - Traveling Count,120,1,4.828,,1
S38349619,Eastern Phoebe,Sayornis phoebe,16697,1,US-TX,Travis,L504977,Walnut Creek Pk (N. Austin),30.4004552,-97.6845074,2017-07-27,12:53 PM,eBird - Traveling Count,55,1,4.023,,1
S114604223,Eastern Phoebe,Sayornis phoebe,16697,2,US-NY,Warren,L7515140,13th Lake Rd. & Peaked Mtn. Trail,43.7187605,-74.1186404,2022-07-07,09:00 AM,eBird - Traveling Count,360,1,6.92,,2,,,Out and back to Peaked Mt. (8.6 mi total)
S37762885,Eastern Phoebe,Sayornis phoebe,16697,2,US-VA,York,L5291145,Newport News Park--Swamp Bridge (York Co.),37.1886727,-76.5259512,2017-06-23,07:00 PM,eBird - Traveling Count,80,1,1.609,,1
S32383915,Say's Phoebe,Sayornis saya,16699,2,US-TX,Brewster,L128913,Big Bend NP (please use more specific location if possible),29.2495625,-103.2501433,2016-04-05,07:00 AM,eBird - Traveling Count,360,1,11.265,,2
S44429763,Say's Phoebe,Sayornis saya,16699,2,US-TX,Brewster,L714949,Big Bend NP--Pinnacles Trail,29.2518263,-103.3002913,2018-04-04,09:00 AM,eBird - Traveling Count,360,1,14.484,,1,,,Pinnacles --&gt; Colima --&gt; Laguna Meadows loop
S51068125,Say's Phoebe,Sayornis saya,16699,1,US-NV,Clark,L8324128,"89040, Overton US-NV (36.4246,-114.5023)",36.424626,-114.502259,2018-12-29,01:50 PM,eBird - Traveling Count,25,1,.483,,1
S50846996,Say's Phoebe,Sayornis saya,16699,1,US-AZ,Coconino,L720601,Slide Rock SP,34.9439604,-111.7531872,2018-12-21,01:04 PM,eBird - Traveling Count,40,1,1.207,,1
S50980043,Say's Phoebe,Sayornis saya,16699,1,US-CA,Imperial,L8306628,"9526–9530 Avenue B, Niland US-CA (33.3489,-115.7328)",33.348885,-115.732837,2018-12-26,09:21 AM,eBird - Stationary Count,5,1,,,1
S26374963,Say's Phoebe,Sayornis saya,16699,1,US-CA,San Diego,L241743,Fort Rosecrans National Cemetery (no birding 8a-5p),32.68582,-117.2449932,2015-11-20,08:30 AM,eBird - Traveling Count,90,1,1.609,,1,,,,22150041 22150051
S50868065,Say's Phoebe,Sayornis saya,16699,1,US-AZ,Yavapai,L266622,Red Rock SP,34.8117069,-111.8288603,2018-12-22,08:11 AM,eBird - Traveling Count,200,1,8.851,,1
S32383998,Vermilion Flycatcher,Pyrocephalus rubinus,16718,4,US-TX,Brewster,L128907,Big Bend NP--Rio Grande Village (FWTX 44),29.1809226,-102.9557133,2016-04-06,07:00 AM,eBird - Traveling Count,180,1,3.219,,1,,,,122731051 122731131
S38461672,Vermilion Flycatcher,Pyrocephalus rubinus,16718,1,US-TX,La Salle,L2577377,Chaparral WMA (La Salle Co. portion),28.2923646,-99.3832898,2017-08-03,11:43 AM,eBird - Traveling Count,180,1,11.265,,1
S54599106,Vermilion Flycatcher,Pyrocephalus rubinus,16718,2,US-AZ,Pima,L129073,"Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,2019-04-05,09:37 AM,eBird - Traveling Count,240,1,12.07,,1
S54623677,Vermilion Flycatcher,Pyrocephalus rubinus,16718,2,US-AZ,Pima,L208918,Sweetwater Wetlands,32.278549,-111.022495,2019-04-06,06:08 AM,eBird - Traveling Count,157,1,2.414,,1,,,,149388801 305071611 305072211
S58262324,Vermilion Flycatcher,Pyrocephalus rubinus,16718,1,AR-W,San Martín,L484766,PN Iberá--Portal Laguna Iberá (Carlos Pellegrini y Laguna Iberá),-28.5355205,-57.1742249,2019-07-17,07:30 AM,eBird - Traveling Count,300,1,12.875,,2,,,,168746081
S32776386,Austral Negrito,Lessonia rufa,16735,4,AR-E,Islas del Ibicuy,L844920,Ceibas,-33.4984608,-58.7883568,2016-07-16,07:30 AM,eBird - Traveling Count,420,1,10.,,2,,,Driving to various hotspots in Ceibas with the inimitable Diego Gallegos,44421341
S58262324,Blue-billed Black-Tyrant,Knipolegus cyanirostris,16756,1,AR-W,San Martín,L484766,PN Iberá--Portal Laguna Iberá (Carlos Pellegrini y Laguna Iberá),-28.5355205,-57.1742249,2019-07-17,07:30 AM,eBird - Traveling Count,300,1,12.875,,2,,,,168746221
S32882942,White-winged Black-Tyrant,Knipolegus aterrimus,16758,2,AR-Y,Tumbaya,L1312504,Purmamarca,-23.7472667,-65.4993296,2016-07-08,,Historical,0,1,,,1,,,,123292871 123293731
S32776386,Spectacled Tyrant,Hymenops perspicillatus,16766,1,AR-E,Islas del Ibicuy,L844920,Ceibas,-33.4984608,-58.7883568,2016-07-16,07:30 AM,eBird - Traveling Count,420,1,10.,,2,,,Driving to various hotspots in Ceibas with the inimitable Diego Gallegos
S58229632,Spectacled Tyrant,Hymenops perspicillatus,16766,1,AR-W,San Martín,L9651088,"AR-Corrientes-San Martín (-28.5413,-57.2037)",-28.541278,-57.203656,2019-07-16,02:32 PM,eBird - Traveling Count,110,1,4.828,,1
S32430075,Spectacled Tyrant,Hymenops perspicillatus,16766,1,AR-C,,L472208,Reserva Ecológica Costanera Sur,-34.6082039,-58.3539677,2016-06-25,09:00 AM,eBird - Traveling Count,270,1,5.633,,1,,,,122735571 123286481
S58078272,Spectacled Tyrant,Hymenops perspicillatus,16766,2,AR-C,,L472208,Reserva Ecológica Costanera Sur,-34.6082039,-58.3539677,2019-07-10,08:05 AM,eBird - Traveling Count,260,1,6.437,,1,,,,167865881 167865891
S58262324,Yellow-browed Tyrant,Satrapa icterophrys,16770,3,AR-W,San Martín,L484766,PN Iberá--Portal Laguna Iberá (Carlos Pellegrini y Laguna Iberá),-28.5355205,-57.1742249,2019-07-17,07:30 AM,eBird - Traveling Count,300,1,12.875,,2
S58078272,Yellow-browed Tyrant,Satrapa icterophrys,16770,1,AR-C,,L472208,Reserva Ecológica Costanera Sur,-34.6082039,-58.3539677,2019-07-10,08:05 AM,eBird - Traveling Count,260,1,6.437,,1,,,,167865941 167865961
S58421483,Yellow-browed Tyrant,Satrapa icterophrys,16770,1,AR-C,,L472208,Reserva Ecológica Costanera Sur,-34.6082039,-58.3539677,2019-07-24,09:28 AM,eBird - Traveling Count,300,1,6.437,,1
S98881131,Yellow-browed Tyrant,Satrapa icterophrys,16770,2,AR-C,,L472208,Reserva Ecológica Costanera Sur,-34.6082039,-58.3539677,2021-12-12,08:15 AM,eBird - Traveling Count,150,1,6.437,,2
S32776386,White Monjita,Xolmis irupero,16810,6,AR-E,Islas del Ibicuy,L844920,Ceibas,-33.4984608,-58.7883568,2016-07-16,07:30 AM,eBird - Traveling Count,420,1,10.,,2,,,Driving to various hotspots in Ceibas with the inimitable Diego Gallegos,123441031 123441561
S32769472,White Monjita,Xolmis irupero,16810,X,AR-P,Laishi,L3403311,Riacho Cortapick,-26.3924079,-58.3422089,2016-06-27,08:00 AM,Historical,,0,,,1,,,"Birding while riding bus from Corrientes to Asuncion. I was sitting in the front row, top level of a bus with excellent views of the surrounding Chaco, allowing me adequate time to ID many birds while on the move."
S58262324,White Monjita,Xolmis irupero,16810,3,AR-W,San Martín,L484766,PN Iberá--Portal Laguna Iberá (Carlos Pellegrini y Laguna Iberá),-28.5355205,-57.1742249,2019-07-17,07:30 AM,eBird - Traveling Count,300,1,12.875,,2
S32769359,White Monjita,Xolmis irupero,16810,2,PY-ASU,,L2763129,Parque Solidaridad,-25.2731667,-57.65,2016-06-28,10:30 AM,eBird - Traveling Count,45,1,.402,,1,,,,122733011 122733031 122733061
S32776386,Black-crowned Monjita,Neoxolmis coronatus,16816,2,AR-E,Islas del Ibicuy,L844920,Ceibas,-33.4984608,-58.7883568,2016-07-16,07:30 AM,eBird - Traveling Count,420,1,10.,,2,,,Driving to various hotspots in Ceibas with the inimitable Diego Gallegos,123443781
